name,condition_level,char_acc,changed_acc,exact_line_acc,typing_changed_acc,enter_changed_acc,idle_changed_acc
standard_family,family,0.967920314489432,0.19371460473354807,0.8535814956285545,0.1428571492433548,0.12054552137851715,1.0
standard_command,command,0.9678479096284979,0.2175609929349275,0.8579730696318931,0.2409539520740509,0.13371507823467255,1.0
paraphrase_family,family,0.9674199235350704,0.18799270643928917,0.8628769827122769,0.19715142250061035,0.1695643961429596,1.0
paraphrase_command,command,0.9669190083609199,0.19530595142343027,0.8639872110460345,0.22191011905670166,0.17222152650356293,1.0
